server,osobaid,datum,id,pocetSlov,Sentiment,ethos,pathos,logos,neg,neu,pos,manipulation,populism,topics,entities
Twitter,andrej-babis,01.08.2021 0:00:00,02a3801d94514926b18560f1bc80f5d8,30,0.9301,0.3,0.8,0.2,0,0.654,0.346,0.1,0.2,"","Prvok;Tečka;Šampón"
Twitter,andrej-babis,10.09.2020 0:00:00,02a41f73f9d941aa79c5f71f2ac35212,34,-0.8271,0.6,0.5,0.8,0.195,0.805,0,0.3,0.4,"snížení daní",""
Twitter,andrej-babis,05.04.2020 0:00:00,02a660b8a2e6358598ffaff4f8d05c35,32,0,0.6,0.4,0.7,0,1,0,0.3,0.5,"hygienické opatření;uvolnění opatření",""
Twitter,andrej-babis,06.04.2020 0:00:00,02a85bc05dad910c8b745215afaadff9,30,-0.5267,0.6,0.5,0.8,0.2,0.704,0.096,0.2,0.3,"uvolňování opatření;odpadové hospodářství",""
Twitter,andrej-babis,09.04.2020 0:00:00,02b144c0fb226431938843b8d8eb4fcd,38,0.3362,0.8,0.6,0.7,0.0415,0.789,0.1695,0.3,0.4,"finanční podpora;covid-19;zdravotní péče","COVID-19"
Twitter,andrej-babis,28.11.2020 0:00:00,02b25b7058905e02113bbc9e19b29d52,49,0.5095,0.6,0.4,0.8,0,0.944,0.056,0.3,0.2,"doprava;infrastruktura",""
Twitter,andrej-babis,22.07.2020 0:00:00,02b2c569a16f4c31952264c1dd4340a5,40,0.247,0.5,0.2,0.8,0,0.9405,0.0595,0.1,0.1,"rozpočtová strategie;státní rozpočet;konvergenční program",""
Twitter,andrej-babis,28.01.2023 0:00:00,02b85dfee23086746093aa26435052d3,14,0.7964,0.5,0.5,0,0,0.647,0.353,0,0,"vítězství;prezidentství",""
Twitter,andrej-babis,27.04.2021 0:00:00,02b88236031511ad6e86097bc71e299f,36,0.6908,0.5,0.2,0.8,0,0.888,0.112,0.3,0.4,"efektivita;konkurenceschopnost;výstavba silnic","Legislativní radu vlády;Správa dálnic a silnic"
Twitter,andrej-babis,04.02.2022 0:00:00,02bbb15200c441877bec6d4739e6d82f,9,-0.4939,0.4,0.7,0.3,0.242,0.758,0,0.6,0.5,"covid-19",""
Facebook,andrej-babis,29.09.2017 0:00:00,02BDEF748D0ACC109C6152126C444808,9,0.4753,0,0.2,0,0,0.795,0.205,0,0,"pozdrav",""
Twitter,andrej-babis,23.09.2019 0:00:00,02c1508519e7e767ac78c4140c1a5e10,46,-0.0772,0.8,0.5,0.7,0.067,0.874,0.06,0.4,0.3,"digitální technologie;umělá inteligence;vládní politika",""
Facebook,andrej-babis,09.06.2020 0:00:00,02c3c744912ff2b20da73b814e42a77f,7,0,0.5,0.4,0.3,0,1,0,0.2,0.6,"politická spolupráce","Kollárem;Národní rada"
Facebook,andrej-babis,25.06.2020 0:00:00,02c59ce4e0b0e87c52955586f5c2d4d2,79,0.859,0.6,0.7,0.8,0.091,0.719,0.19,0.4,0.5,"bezpečnost;armáda;obranné výdaje;podpora českých firem","NATO"
Twitter,andrej-babis,15.04.2020 0:00:00,02ceabbb0ca3213003968791fb5b42e7,35,0.9246,0.5,0.2,0.8,0.024,0.717,0.259,0.1,0.1,"mezinárodní srovnání",""
Twitter,andrej-babis,01.04.2020 0:00:00,02d407b54db5a5ccdeb55523001a8e8a,39,-0.0387,0.6,0.5,0.7,0.026,0.95,0.023,0.4,0.3,"spravedlnost","OSVČ Pětadvacítka"
Twitter,andrej-babis,25.05.2020 0:00:00,02d61089612f802515ed677160d695e8,43,0.34,0.5,0.3,0.7,0,0.933,0.067,0.2,0.1,"bezpečnostní opatření;veřejná doprava",""
Twitter,andrej-babis,01.04.2021 0:00:00,02e7c74c7563baea22e0d1ba6ff4ef9e,40,0.5719,0.4,0.5,0.6,0,0.932,0.068,0.3,0.5,"nový stavební zákon;politická debata",""
Twitter,andrej-babis,03.02.2020 0:00:00,02f23a6d633566a2577cf2fc7817ec1b,8,0,0.4,0.3,0.5,0,1,0,0.2,0.1,"výsledky jednání vlády;politická rozhodnutí",""
Twitter,andrej-babis,22.05.2020 0:00:00,02f34ad12152e32ad48c5c98c2a26161,30,0.6258,0.7,0.5,0.6,0.073,0.73,0.197,0.4,0.5,"řešení problémů","Stráskou"
Twitter,andrej-babis,08.09.2021 0:00:00,03043a8ab0cdd6ae1c3d4160769d767c,7,0,0,0.5,0,0,1,0,0.3,0.2,"politická debata",""
Twitter,andrej-babis,13.03.2020 0:00:00,03098951980e3a0b1f3b328d793f8679,38,0.3365,0.5,0.6,0.7,0.056,0.853,0.09,0.3,0.4,"mezinárodní doprava","F 1"
Facebook,andrej-babis,18.12.2019 0:00:00,030cb2b2ff3cf77b58f9b1ddf4fea0ef,15,0.6249,0.6,0.5,0.2,0,0.785,0.215,0.1,0.3,"setkání;rodina;politika","Kramář;Matušovou;Máchovou"
Twitter,andrej-babis,19.11.2019 0:00:00,030cf11493164ee3d1f848e429c9aabd,38,0.5859,0.6,0.5,0.7,0,0.895,0.105,0.4,0.3,"zemědělství","Kulebou;Zelenskym;čarukem"
Facebook,andrej-babis,08.03.2019 0:00:00,03110B23921B9DDFDE8DA4CE58225321,5,0,0,1,0,0,1,0,0,0,"osobnosti;politika;společenské vztahy","Haškovou"
Twitter,andrej-babis,10.12.2020 0:00:00,031140e7390937c06a89aaf65930d5e7,27,0.7115,0.6,0.4,0.7,0,0.822,0.178,0.3,0.5,"legislativa;transparentnost","Benešová"
Twitter,andrej-babis,07.07.2020 0:00:00,0318cac6785b1d6b1e1a76b41a739c4c,22,0.4215,0.5,0.3,0.7,0,0.891,0.109,0.2,0.4,"",""
Facebook,andrej-babis,22.01.2021 0:00:00,031a00a6a1b0c300536ea9c19783b66e,8,0.4033,0.3,0.5,0.2,0,0.803,0.197,0.1,0.2,"politika;zdravotnictví;spolupráce","Porubskou;Zentivy"
Facebook,andrej-babis,18.01.2019 0:00:00,031DBED7AEF5BA3E8E840E54C9A019F0,20,0,0.5,0.3,0.2,0,1,0,0.1,0.2,"mezinárodní spolupráce;politické setkání;vztahy mezi státy","Modi;Muscat;Rasmussen"
Twitter,andrej-babis,09.03.2020 0:00:00,031ec21b979735ab8681bd9098e235ff,37,0.1531,0.6,0.4,0.7,0.03,0.927,0.042,0.3,0.2,"podpora podnikatelů;cestovní ruch;odložení daní",""
Facebook,andrej-babis,18.01.2019 0:00:00,031FDB3C5A35A298ED21DB2ABC5FCD2E,24,0,0.4,0.6,0.5,0,1,0,0.3,0.5,"","Modi"
Twitter,andrej-babis,20.12.2019 0:00:00,0328a70e44f6a78953c226149fd4f87b,29,0.4019,0.5,0.6,0.7,0,0.909,0.091,0.4,0.5,"dekarbonizace;podpora regionů;zaměstnanost;průmysl;těžba uhlí","Evropská komise;OKD"
Twitter,andrej-babis,19.10.2020 0:00:00,032af6b149f26dace80529d6aaaf750d,33,0.7269,0.5,0.4,0.6,0.032,0.807,0.161,0.3,0.4,"stravenkový paušál;zaměstnanecké benefity;konkurence;české firmy",""
Twitter,andrej-babis,28.03.2023 0:00:00,032c6a76e09b2f502b8aca1a1e0400b0,46,-0.4618,0.5,0.6,0.7,0.094,0.867,0.039,0.4,0.5,"školství;vláda","ANO"
Twitter,andrej-babis,09.02.2020 0:00:00,03322e7543e876872f58e598a6127fc9,30,0.2732,0.6,0.2,0.7,0,0.949,0.051,0.1,0.2,"","Ministerstvo dopravy"
Twitter,andrej-babis,31.03.2020 0:00:00,03357bad159db2ac992fb64fee9b5fcc,33,0.2787,0.7,0.6,0.8,0,0.9225,0.0775,0.4,0.5,"zdravotnictví;epidemie",""
Twitter,andrej-babis,14.12.2020 0:00:00,0337a94fbc0d94785d1722a45f9e7ae1,44,0.4843,0.5,0.3,0.8,0,0.923,0.077,0.2,0.4,"paušální daň;živnostníci",""
Twitter,andrej-babis,24.06.2021 0:00:00,0347a3078a3bbc108db2307aa06012de,39,0.1314,0.6,0.4,0.7,0.0585,0.844,0.0975,0.3,0.2,"bezpečnostní otázky;migrace;afghánistán","EU;OSN"
Twitter,andrej-babis,02.04.2020 0:00:00,034c075b0a004be494ee851ea7861513,38,0.4881,0.5,0.7,0.4,0,0.888,0.112,0.2,0.3,"covid-19;autismus",""
Twitter,andrej-babis,26.10.2020 0:00:00,034ea012cc750b4d8f5ef0250088f0bc,14,0,0.6,0.2,0.8,0,1,0,0.1,0.1,"epidemiologická situace",""
Twitter,andrej-babis,25.02.2020 0:00:00,034ef8041410d0f43c90d23fc26fadd9,45,0.8932,0.6,0.5,0.7,0.03,0.724,0.247,0.3,0.4,"investice do zdravotnictví",""
Twitter,andrej-babis,31.03.2021 0:00:00,035820734ae3dce6fa1cd6a06184df10,43,0.3818,0.5,0.4,0.7,0.047,0.851,0.102,0.3,0.2,"investiční potenciál;ekonomický rozvoj",""
Facebook,andrej-babis,24.04.2017 0:00:00,0359DD9C4A931922C0F16D32B77560A8,81,0.0728,0.6,0.5,0.8,0.0385,0.93,0.0315,0.4,0.3,"transparentnost;vládní komunikace","Finanční správa ČR"
Twitter,andrej-babis,11.12.2019 0:00:00,03647f400e9b7a5972d387754f8c59ba,38,0.4019,0.6,0.4,0.7,0,0.93,0.07,0.3,0.5,"","Akademii věd"
Twitter,andrej-babis,06.11.2019 0:00:00,0375d3ad679198cb93f08a4ea113bfec,39,0.8402,0.6,0.5,0.7,0,0.839,0.161,0.4,0.3,"proočkovanost;péče o děti",""
Twitter,andrej-babis,04.05.2020 0:00:00,037626d80f4b9791d0ad242152b1f273,32,-0.6808,0.6,0.4,0.7,0.118,0.882,0,0.3,0.5,"mezinárodní doprava",""
Twitter,andrej-babis,25.05.2020 0:00:00,0377b5940ffe59ed4c886588d9ae1744,37,0.7096,0,0,0,0,0.882,0.118,0,0,"snížení dph",""
Twitter,andrej-babis,06.05.2020 0:00:00,037c48cadf10d1aa918c4c1652c6551f,22,0.6908,0.4,0.5,0.3,0,0.814,0.186,0.2,0.3,"evropa;karanténa",""
Twitter,andrej-babis,17.06.2020 0:00:00,037d988db8aac3f196527c2a09ad8c38,38,0.4404,0.6,0.3,0.8,0,0.935,0.065,0.2,0.4,"","OP Životní prostředí"
Twitter,andrej-babis,12.12.2019 0:00:00,037fb173169678da869585944ce4bb45,40,0.6808,0.6,0.4,0.8,0,0.882,0.118,0.3,0.2,"vojenská spolupráce;modernizace armády","Esperem;Pentagonu"
Twitter,andrej-babis,13.10.2020 0:00:00,038567a16673911f6cfcbf1199414cc7,27,0.9038,0.5,0.4,0.2,0,0.681,0.319,0.3,0.6,"sdílení informací;osobní angažovanost",""
Twitter,andrej-babis,17.03.2020 0:00:00,03891271077a3822b7f81e22eaa20d15,15,0,0.4,0.5,0.3,0,1,0,0.2,0.3,"covid-19;rychlotesty;mezinárodní spolupráce",""
Twitter,andrej-babis,08.02.2022 0:00:00,038f0202a65c005bdaa95d2c7d458a5b,48,0.9095,0.5,0.6,0.7,0.021,0.742,0.236,0.4,0.5,"vládní politika","Elton;Fialová"
Twitter,andrej-babis,05.03.2020 0:00:00,0394632b5392204f2e557d36b2a63758,39,0,0.6,0.4,0.8,0,1,0,0.2,0.3,"podpora vzdělávání","MŠMT;ZŠ Řeporyje"
Twitter,andrej-babis,20.07.2021 0:00:00,0399199a5d9e90756e1841fba1bdd5bb,35,-0.5994,0.8,0.3,0.7,0.115,0.885,0,0.2,0.1,"diplomacie;česko-německé vztahy;poděkování",""
Twitter,andrej-babis,14.05.2021 0:00:00,039bc6a33ba1ef5de8107aac1ba2e91b,36,0.7906,0.6,0.3,0.7,0,0.83,0.17,0.2,0.4,"",""
Twitter,andrej-babis,15.01.2021 0:00:00,039f4eb34425ea2730505fc550112b08,24,0.2263,0.7,0.4,0.8,0,0.917,0.083,0.3,0.5,"rozpočet;dopravní infrastruktura;výstavba",""
Facebook,andrej-babis,17.08.2020 0:00:00,03abbd46b4817d3281cdf593642dc4f4,4,0,0.4,0.3,0.2,0,1,0,0.1,0.2,"covid-19;týmová spolupráce","COVID-19"
Twitter,andrej-babis,09.03.2021 0:00:00,03b2eaf4dd5da32835bd8ab7c6ee764f,47,-0.125,0.5,0.2,0.8,0.0245,0.9755,0,0.3,0.1,"očkování;vakcíny","Pfizerem"
Facebook,andrej-babis,05.11.2019 0:00:00,03b374806b5fb78433069938139e0862,7,-0.296,0.3,0.5,0.2,0.216,0.784,0,0.4,0.6,"jednání v4;pražský hrad;politická spolupráce",""
Twitter,andrej-babis,12.05.2021 0:00:00,03b7c0a643b047f30f7896876032de8d,16,0.3182,0.5,0.2,0.8,0,0.905,0.095,0.3,0.4,"ekonomický růst;prognóza;česká republika",""
Twitter,andrej-babis,09.04.2021 0:00:00,03b9d40edd91c89077b648c0b10ad328,36,-0.8074,0,1,0,0.233,0.674,0.092,1,1,"","černý"
Facebook,andrej-babis,09.10.2019 0:00:00,03B9DF98EF4BC332C9757605C23D3CD4,11,-0.296,0.1,0.3,0.2,0.145,0.855,0,0.4,0.2,"vzdělávání;technické obory","Střední průmyslové školy strojnické v Plzni"
Twitter,andrej-babis,09.07.2020 0:00:00,03bf39de467382ed77e68ecac774c5b0,35,0.6486,0.6,0.5,0.7,0,0.865,0.135,0.3,0.4,"",""
Facebook,andrej-babis,28.07.2019 0:00:00,03c5ec4a67d3413f4e48c99f0c12f83b,5,0.4588,0.5,0.2,0,0,0.75,0.25,0,0.3,"politická angažovanost;senát","Schillerová;Senát"
Twitter,andrej-babis,23.01.2020 0:00:00,03d7506a8c3ee0aa5b604fdcc9a76502,45,0.8991,0.6,0.3,0.7,0.023,0.774,0.203,0.2,0.1,"kybernetická bezpečnost;umělá inteligence;obchodní vztahy","Ross;WTO"
Twitter,andrej-babis,22.06.2020 0:00:00,03dc7fac74aef1999e662c9fad9a664b,41,0.1154,0.6,0.5,0.7,0,0.966,0.034,0.4,0.5,"financování obcí;daňová politika;průmyslové zóny",""
Twitter,andrej-babis,27.10.2020 0:00:00,03edf9990eb0abcaef9b45983754d7ac,19,-0.2263,0.5,0.3,0.7,0.089,0.853,0.058,0.2,0.1,"mimořádné jednání vlády;prodloužení nouzového stavu;poslanecká sněmovna","Poslanecká sněmovna"
Twitter,andrej-babis,11.11.2020 0:00:00,03f5552b12492af428bc7d51b76e2cd3,25,0.7717,0.5,0.6,0.4,0,0.795,0.205,0.3,0.2,"státní rozpočet","Zeman"
Twitter,andrej-babis,20.01.2021 0:00:00,03f68a1a75c34ee510cf7a6e02900b6d,47,-0.0634,0.6,0.7,0.4,0.0187,0.968,0.0133,0.3,0.2,"hrdinství;záchrana života","Hoška"
Facebook,andrej-babis,27.01.2017 0:00:00,03f992e3a0138b8f721f83387bbe7246,40,0.6486,0.5,0.6,0.3,0.044,0.807,0.149,0.2,0.4,"",""
Facebook,andrej-babis,15.03.2019 0:00:00,03FBD4F3B65256E94E4E720827E3C001,9,0,0.3,0.1,0.2,0,1,0,0,0,"","Dancilaovou"
Twitter,andrej-babis,14.09.2020 0:00:00,040363f4c5dabc50bf79143966a236ef,38,0.4767,0.6,0.3,0.8,0,0.894,0.106,0.2,0.4,"nová odběrová místa","Thomayerova nemocnice"
Twitter,andrej-babis,04.02.2022 0:00:00,04078921373d8291a611f9f5f53e3ab5,37,-0.8834,0.5,0.6,0.4,0.234,0.766,0,0.3,0.2,"onkologie;zdravotní politika",""
Facebook,andrej-babis,03.11.2019 0:00:00,041167ade193c6156189a844fe39040a,16,0,0.4,0.3,0.2,0,1,0,0.1,0.2,"konference;praha",""
Facebook,andrej-babis,24.06.2019 0:00:00,04129C426ACB2FA054BFDC130D059EAC,7,0.4033,0,0,0,0,0.747,0.253,0,0,"cestování;fotografie",""
Twitter,andrej-babis,11.05.2020 0:00:00,0413c371b6b7694a877845dcd129bcaa,43,0.2263,0.5,0.2,0.8,0,0.959,0.041,0.1,0.3,"dph;novela zákona;rovné podmínky","EU"
Twitter,andrej-babis,17.07.2020 0:00:00,0418c4beeee122ae4fb919f9f2f2dcb1,41,0.3182,0.7,0.6,0.8,0,0.958,0.042,0.2,0.3,"","EU;Ministerstvu zahraničních věcí"
Twitter,andrej-babis,06.04.2021 0:00:00,041b61431c446117e0ad0a15937f84a4,27,-0.5994,0.6,0.3,0.7,0.12,0.88,0,0.2,0.1,"návrat do škol;protiepidemická opatření",""
Twitter,andrej-babis,20.06.2022 0:00:00,042139fbf05e7e50f6c01ec92ca3eddf,42,-0.2183,0.8,0.7,0.5,0.127,0.722,0.151,0.6,0.4,"národní zájmy;politická kritika",""
Twitter,andrej-babis,22.12.2020 0:00:00,0428a28cf1b42d014f575cd654fc8418,20,0.6765,0.5,0.3,0.7,0,0.791,0.209,0.2,0.4,"antigenní testování",""
Facebook,andrej-babis,05.05.2020 0:00:00,042c0af29db0f7b54fbbdd8557839334,56,0.5106,0.6,0.8,0.7,0.036,0.876,0.088,0.4,0.5,"","Hitlerovým"
Twitter,andrej-babis,11.02.2020 0:00:00,042da379e05db0a5a9f1ea4a766145cb,29,0.25,0.6,0.4,0.7,0,0.952,0.048,0.3,0.5,"financování sportu;sportovní infrastruktura","NSA;PRO města a obce"
Twitter,andrej-babis,01.03.2021 0:00:00,0432bb8b4f7ead49a038626f138781cd,27,0.3182,0.6,0.3,0.8,0,0.927,0.073,0.2,0.1,"očkování;kapacity zdravotnictví;dodávky vakcín",""
Twitter,andrej-babis,20.11.2020 0:00:00,043661b5cef05dbf211f592a68a789db,45,-0.1531,0.5,0.3,0.7,0.037,0.918,0.044,0.2,0.1,"",""
Twitter,andrej-babis,21.06.2020 0:00:00,043e5e41cf02b83e805b814e679b6b4c,35,0.5267,0.6,0.4,0.8,0,0.905,0.095,0.3,0.2,"rekreace;energetika;těžba uhlí;studie proveditelnosti",""
Twitter,andrej-babis,27.04.2020 0:00:00,04433452bfb305de070a71cd70cb517a,23,0.3818,0.5,0.3,0.7,0.076,0.781,0.143,0.2,0.4,"podpora zaměstnanosti;vládní opatření","Antivirus;Dukovany"
Twitter,andrej-babis,16.07.2020 0:00:00,044420c091e3c3241b761e5777f61012,19,0.4588,0.3,0.5,0.2,0,0.875,0.125,0.4,0.6,"epidemiologie;politika;astrologie","Babiš"
Twitter,andrej-babis,29.11.2020 0:00:00,044d06aaf3f7db5a56160acab9131234,36,0.4563,0.8,0.6,0.7,0,0.869,0.131,0.2,0.3,"podpora výzkumu","Hořejšímu;Ústavu molekulární genetiky"
Facebook,andrej-babis,28.05.2017 0:00:00,045139dc7e0e37ecb91d69c88fc65ba9,47,0.8481,0.5,0.8,0.2,0,0.801,0.199,0.1,0.3,"setkání;komunikace",""
Twitter,andrej-babis,11.11.2020 0:00:00,0451e73ea692be184cfd112a5d7d7a53,29,0.8294,0.6,0.5,0.7,0,0.607,0.393,0.3,0.4,"státní rozpočet;ekonomická stabilita",""
Twitter,andrej-babis,05.11.2019 0:00:00,0459b25c9d3518c674cef27621b51683,14,0.4767,0.4,0.1,0.2,0,0.763,0.237,0.3,0.1,"summit přátel koheze","Burlac;Přátelé koheze"
Twitter,andrej-babis,06.11.2019 0:00:00,0461775191229dc018927b34916b5b85,29,0.6115,0.5,0.6,0.7,0.072,0.718,0.21,0.4,0.5,"daňový balíček",""
Twitter,andrej-babis,16.12.2020 0:00:00,046254beb2092989d45bec49f6dff311,33,0.3182,0.6,0.5,0.8,0,0.827,0.173,0.3,0.4,"vládní pomoc;finanční opatření","COVID gastro;COVID Kultura;COVID Nájemné;COVID Ubytování"
Twitter,andrej-babis,18.03.2020 0:00:00,04632fbd6946587c394e69a43c9937b8,25,0,0.6,0.3,0.8,0,1,0,0.2,0.1,"testování na koronavirus","Správa státních hmotných rezerv"
Facebook,andrej-babis,18.08.2017 0:00:00,046BEB91F1C6E5860350F44FE484C18E,8,0.1604,0,0.5,0,0.213,0.519,0.268,0,0,"místo;příroda",""
Twitter,andrej-babis,14.12.2020 0:00:00,0470035257abb6ef9cfec9bd9824ce8a,40,0.462,0.6,0.5,0.7,0,0.806,0.194,0.4,0.5,"zdravotnické prostředky;covid-19","COVID-19"
Twitter,andrej-babis,16.12.2020 0:00:00,047413e3c3e90038bfc38daafbd303f6,36,0.5106,0.5,0.2,0.8,0,0.914,0.086,0.1,0.1,"testování na covid-19;zdravotní péče",""
Facebook,andrej-babis,23.08.2016 0:00:00,047695784FD994343C5D03C64E9FF1B5,47,0.4019,0.5,0.6,0.2,0.04,0.889,0.071,0.3,0.4,"rekonstrukce;místní rozvoj","Kubát"
Twitter,andrej-babis,27.07.2020 0:00:00,0479ece323c89042fea63081ad9b769d,40,0.2755,0.6,0.3,0.8,0,0.958,0.042,0.2,0.1,"",""
Twitter,andrej-babis,07.03.2020 0:00:00,04883438fc07693c33e985b0b81d9979,38,-0.8934,0.8,0.7,0.5,0.293,0.631,0.075,0.2,0.1,"omluva;komunikace","Tilia"
Twitter,andrej-babis,29.03.2020 0:00:00,04901f4802fd14b3173577fd4f97134c,43,0.7096,0.7,0.6,0.8,0,0.853,0.147,0.2,0.4,"ochrana zdravotníků;dodávky respirátorů",""
Twitter,andrej-babis,06.01.2021 0:00:00,049816f1717d1580871a4be121482d53,32,0.6114,0.4,0.5,0.6,0,0.857,0.143,0.3,0.2,"kompenzace pro podnikatele",""
Twitter,andrej-babis,08.05.2022 0:00:00,04a0c6851776a5cde110d2d73850721a,8,0.784,0.5,0.8,0.2,0,0.504,0.496,0.3,0.6,"",""
Facebook,andrej-babis,06.04.2021 0:00:00,04a414d3a1ff44a2e6c54d3f16782f1f,24,0.5515,0.4,0.5,0.3,0,0.891,0.109,0.2,0.1,"práce;zdraví",""
Twitter,andrej-babis,19.11.2019 0:00:00,04b4367409898aeaf5bb9fbce9ee3ac4,35,0.6053,0.6,0.2,0.8,0,0.7367,0.2633,0.1,0.3,"podpora vědy a výzkumu",""
Twitter,andrej-babis,10.06.2020 0:00:00,04b51cf9c04362f85ffde8434e658a0d,33,0.7351,0.8,0.6,0.7,0,0.865,0.135,0.3,0.4,"solidarita;mezinárodní pomoc;diplomacie","Hubáčková;Ministerstvo zahraničních věcí"
Facebook,andrej-babis,16.06.2017 0:00:00,04b7f3fd029edffa5fd80b85ab72d72b,6,0,0,0,0,0,1,0,0,0,"","Changhong Europe Electrics"
Facebook,andrej-babis,04.04.2019 0:00:00,04BAD536958F4050DDC04240E74C9EF8,25,0.5994,0.5,0.7,0.3,0,0.836,0.164,0.2,0.4,"národní hrdost",""
Facebook,andrej-babis,08.04.2021 0:00:00,04c38b25a8fb6b39f4247b21209cc3d2,10,-0.4927,0.3,0.5,0.2,0.225,0.775,0,0.4,0.6,"očkování;dezinformace",""
Twitter,andrej-babis,07.03.2020 0:00:00,04c8f95d9b782d26accf632b250ca6e6,14,0.6124,0.4,0.5,0.6,0,0.706,0.294,0.3,0.2,"dohody",""
Twitter,andrej-babis,18.03.2020 0:00:00,04ceeaf5d71e163c5976616a6b8acf18,45,0.7096,0.6,0.2,0.8,0,0.879,0.121,0.1,0.3,"covid-19;testování;laboratoře;statistiky",""
Facebook,andrej-babis,18.05.2017 0:00:00,04D6550A70CA9BCD4232EFFD85D68D47,22,0.875,0.3,0.5,0.2,0,0.706,0.294,0.1,0.4,"setkání se starosty",""
Twitter,andrej-babis,24.11.2020 0:00:00,04e2d5326a07df9ee084d4c7bc432cc9,51,0.4939,0.5,0.6,0.8,0.04,0.863,0.097,0.4,0.3,"","ORL lékařů"
Facebook,andrej-babis,08.01.2020 0:00:00,04e512974892d27c51cd014b21118504,8,0.4019,0,0.5,0,0.146,0.596,0.258,0,0,"olomouc;krásný den",""
Twitter,andrej-babis,15.11.2020 0:00:00,04e7a631ec2cdec0e7eb4f616375e1ed,20,0,0.3,0.6,0.4,0,1,0,0.5,0.7,"podpora důchodců",""
Twitter,andrej-babis,01.12.2020 0:00:00,04ea941155646ccadab1018c60ad199e,43,0.9168,0.7,0.8,0.2,0,0.742,0.258,0.3,0.4,"ocenění;osobní úspěch","EU"
Twitter,andrej-babis,25.01.2020 0:00:00,04ebf673a6fd30c5d5216768093ef6ce,35,0.5267,0.5,0.3,0.7,0.073,0.766,0.161,0.4,0.2,"","MPO;OZE;Právo"
Twitter,andrej-babis,16.01.2020 0:00:00,04fb6dc582ac5f5c673befbc84d9baea,49,0.7569,0.8,0.7,0.6,0,0.898,0.102,0.4,0.5,"spolupráce v eu","EU;Národním muzeu"
Twitter,andrej-babis,24.06.2021 0:00:00,04fd7d8ba3f06f349b3c4d2c3e9e6950,27,0.6369,0.6,0.5,0.7,0,0.88,0.12,0.3,0.2,"nasazení armády","OPIS HZS"
Twitter,andrej-babis,17.10.2020 0:00:00,050416068c184ad0fa5de5edf774a209,26,0.2464,0.5,0.2,0.8,0,0.9135,0.0865,0.1,0.3,"útlum uhlí;energetický mix",""
Twitter,andrej-babis,18.06.2020 0:00:00,05185b304e4ca522f9314063704cfbe6,31,0.8885,0.7,0.8,0.6,0.044,0.71,0.246,0.4,0.5,"uctění památky","Metoděje"
Facebook,andrej-babis,14.05.2019 0:00:00,051881BC7258CF7C2C2E78BC4A9D91F7,58,0.6333,0.5,0.6,0.7,0,0.932,0.068,0.4,0.5,"investiční potenciál",""
Twitter,andrej-babis,15.03.2021 0:00:00,0518ff89a7b1a035ddc96940f23157ab,27,0.2732,0.6,0.3,0.8,0,0.937,0.063,0.2,0.1,"jednání vlády;kompenzační zákon;zdravotnická zařízení;covid-19",""
Facebook,andrej-babis,01.09.2016 0:00:00,0520CDF77188E6F57C9849BA44D5343C,56,0.2263,0.5,0.7,0.3,0.105,0.777,0.118,0.6,0.8,"komunikace s voliči",""
Facebook,andrej-babis,13.11.2019 0:00:00,0521D138E48C30390B34A84BD7A178A8,54,0.9062,0.5,0.4,0.6,0,0.79,0.21,0.3,0.2,"","Schillerová"
Twitter,andrej-babis,31.03.2021 0:00:00,0521eb7bfbd8116d6736635b4f938d60,19,0.6249,0.5,0.4,0.7,0,0.785,0.215,0.2,0.3,"investice;samosprávy",""
Twitter,andrej-babis,07.10.2021 0:00:00,05227e4fa572492972a42a3438be6455,48,0.8514,0.5,0.7,0.6,0,0.832,0.168,0.3,0.4,"investice do dopravy","Havel"
Twitter,andrej-babis,15.03.2020 0:00:00,05267f2202769f244a0d5ff92ac7358d,33,0.2263,0.7,0.5,0.8,0,0.951,0.049,0.3,0.4,"","Kellner;PPF"
Twitter,andrej-babis,30.07.2020 0:00:00,0528109ec2075011eddbdd85ed817d53,42,0.8074,0.6,0.3,0.8,0,0.84,0.16,0.2,0.1,"investice do technologií",""
Twitter,andrej-babis,16.01.2020 0:00:00,052da446647436836e05d5635acc70e5,24,0,0.4,0.3,0.5,0,1,0,0.2,0.1,"mezinárodní spolupráce;politické jednání","V 4"
Twitter,andrej-babis,18.04.2020 0:00:00,053060dab173fc8de64b1ef66e20d83f,37,0.4939,0.6,0.5,0.8,0.098,0.742,0.16,0.4,0.3,"investice do zdravotnictví;podpora výzkumu","MPO"
Twitter,andrej-babis,03.11.2020 0:00:00,0530ed8ffff865975bf83a5f4c581a33,16,-0.9337,0.5,0.8,0.6,0.576,0.326,0.098,0.2,0.3,"terorismus;bezpečnost;spravedlnost",""
Twitter,andrej-babis,16.10.2019 0:00:00,0536bf867d66e4aa2b196e3e3500bcfc,41,0.0569,0.5,0.6,0.7,0.1145,0.789,0.0965,0.4,0.3,"",""
Twitter,andrej-babis,30.09.2019 0:00:00,0537bf16e6a965abbe2154a14cbc09be,44,0.4215,0.5,0.2,0.7,0,0.94,0.06,0.1,0.3,"sčítání lidu;vláda","NKÚ;Strakově akademii"
Twitter,andrej-babis,11.11.2020 0:00:00,05470df9d7e511eb225336bdffe227bb,39,-0.8779,0.8,0.7,0.5,0.206,0.794,0,0.4,0.3,"váleční veteráni;historie druhé světové války;vojenská služba","Gen;Sochor;Sochorů"
