;EU;ČR;Praha;Česká republika;SPD;Babiš;Česko;Praze;ANO;ČSSD;Evropský parlament;ODS;Brno;Bruselu;Sněmovně;Senátu;Babiše;KSČM;KDU ČSL;Evropské unie;České republice;TOP 09;USA;Zeman;NATO;Evropské komise;Zemana;EP;Německu;Sněmovny;V 4;Okamura;Brusel;ČT;Francie;Německo;Německa;Piráti;Schillerová;Poslanecké sněmovny;STAN;Komise;Ukrajina;Poslanecké sněmovně;Pirátů;EK;Číny;EET;Číně;Hamáček;Senát;Evropská unie;Ostravě;Babišovi;Havlíček;Evropské unii;Ostrava;Francii;Československa;OSN;Sýrie;Unie;nan;Sýrii;ČT 24;Agrofert;Senát Parlamentu ČR;Czech Republic;Piráty;Rusku;Polsko;Rusko;Evropské rady;UK;Havla;Evropskou unii;Turecka;Ruska;HDP;Maláčová;Polska;Čína;Sněmovna;ŘSD;Slovensko;Havlíčkem;Rakousku;Británie;Pražském hradě;Maďarsko;České televize;Evropská komise;Itálie;Turecko;CO 2;Parlamentu;Plzni;Salvini;Trikolóra;Českou republikou;MPO;Le Pen;České;Salvinim;Olomouci;Polsku;PS;Slovensku;Masaryka;NKÚ;Německem;Ústavní soud;New Yorku;Karlovy Vary;Schillerovou;Macron;Čapí hnízdo;Agrofertu;Maďarsku;Juncker;Trumpa;Afghánistánu;republiky;Merkelová;Plzeň;Klause;AB;Fiala;Itálii;MPSV;Klaus;Čínou;ČEZ;Schillerové;Maďarska;Olomouc;FB;Rakousko;TV Barrandov;Brabec;Slovenska;Vojtěch;Evropské radě;Dostálová;Kalousek;Poslanecká sněmovna Parlamentu České republiky;Wildersem;Johnson;Ostravy;Štrasburku;Události komentáře;Zlíně;Trump;Pardubice;BIS;Karlových Varech;Británii;Orbán;Švédsku;Izrael;Turecku;Pražský hrad;Zemanovi;Maláčové;Velké Británie;OECD;Havel;Unii;Huawei;Parlamentu České;Ředitelství silnic a dálnic;Hamáčka;Moravce;Kremlík;Velká Británie;Velké Británii;Prague;Hřib;Gotta;Zlín;Ministerstvo financí;Sněmovnou;Soukupa;David;MF;Hrad;Evropskou komisi;Iráku;Komisi;Putin;Mac;Mae;Staněk;SSSR;Sokolově;Jourová;Kladno;Ústavního soudu;ČNB;Zemanem;KSČ;Palacha;Brabcem;Ruskem;OKD;Evropské komisi;WHO;Staňka;Charanzová;Soros;Benešová;OZE;Salviniho;Toman;Starostové a nezávislí;D 1;Ministerstvo dopravy;SŽDC;Rady;Rakouska;Paříži;Vojtěchem;Šojdrová;Ústí nad Labem;Moskvě;Scheinherr;Československu;ENF;Bruselskou elitou;Pardubicích;Hradci Králové;Úřadu vlády;Association for Accessible Medicines;Dlabajová;Izraeli;von der Leyen;Gott;LIVE;Coelho;USAF;Macrona;Ředitelství silnic a dálnic ŘSD;Varšavské smlouvy;Kladně;Belgie;Islámského státu;Česká televize;Evropa národů a svobody;Svobodnými;Zahradil;Poslanecká sněmovna;Hlaváček;StB;Španělsko;Ministerstva financí;UNESCO;Ministerstvo pro místní rozvoj;Lánech;Olomouce;ČVUT;ČTK;Indie;Rumunska;Vídni;Česká pošta;BBQGuys NewYearsEve;Čaputová;Evropskou radu;Ťok;České televizi;Kyjev;IT;Škoda Auto;Masaryk;Petříček;Událostech komentářích;Hradě;Washingtonu;Nejvyšší kontrolní úřad;Hitler;Radě;Pellegrini;Zdechovský;MMR;Erdogan;Partii;New York;Českých Budějovicích;Pražského hradu;Švýcarsko;Kalouska;Pekingu;Švédsko;Bratislavě;Havlíčka;Maláčovou;Vídeň;Čaputové;Jourovou;Jihlavy;Liberec;Most;Anderson Land Use;Niskanen;MŽP;Tureckem;Benešové;islámu;Berlíně;Bratislava;Český rozhlas;Švédska;Radě EU;Izraele;Kramářova;vila;Kubera;Hamáčkem;Plaga;Československo;Znojmě;Jakla;Senátem;Řecku;Mladé Boleslavi;Parlament;PSP;Jourové;Kladna;AfD;Íránu;Nejvyššího kontrolního úřadu;Okamury;Litoměřicích;Vondráček;Spojené státy;Orbánem;Orbána;Estonska;Michálka;Polčák;Schwarzenberg;Evropská rada;Nováková;PS PČR;Parlamentní listy;EPP;Londýně;Litoměřice;Hnutí ANO;Ministerstvo průmyslu a obchodu;Svoboda;Makedonie;Svoboda a přímá demokracie;Právu;Slovenské republiky;Francií;Primě;Ministerstvo životního prostředí;Singapuru;Plzně;Šumperk;Spojených států;Trumpem;Davosu;Varšava;Dostálovou;Dánsko;SFDI;Michálek;Dánska;Vystrčil;Liberci;Lega;Finsku;HAPPIEST MOMS IN THE;Jihlava;Hřiba;Merkelové;Budapešti;Dzurilla;Srbska;Pirátům;Sorose;Horákové;Kroměříži;Hradu;Novákovou;eurozóny;Tomanem;Evropskou komisí;Lucemburku;Akademie věd;Kremlíka;Rada;Řecko;Japonska;Chebu;Čínu;KDU
Polska;13;18;7;14;13;6;15;4;4;3;6;1;3;7;0;1;1;4;0;5;9;0;3;0;6;1;2;0;3;0;4;0;1;0;4;2;3;0;3;1;0;1;6;0;0;1;1;2;1;0;0;1;2;0;5;0;1;0;0;0;2;1;0;2;0;0;0;3;0;2;1;0;0;0;2;2;0;0;1;1;0;0;0;1;2;5;0;1;0;1;0;2;0;1;0;0;0;0;0;1;0;1;0;1;2;2;0;3;2;0;1;0;0;0;3;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;3;9;0;0;0;0;2;9;0;2;1;2;0;0;0;1;0;0;0;2;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;3;0;2;0;1;0;1;2;2;0;0;0;0;1;1;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;2;1;0;2;3;0;0;0;2;0;0;0;0;1;1;2;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;3;0;0;0;1;2;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;1;4;1;2;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;0;0;2;0;0;0
Čína;10;17;9;14;5;2;10;4;4;5;2;3;2;7;2;1;1;0;3;5;6;2;14;3;0;3;6;0;4;1;4;0;1;0;2;4;0;2;3;1;1;4;1;2;1;1;8;4;12;1;1;4;1;0;3;1;3;1;0;2;0;3;0;2;0;0;0;2;0;1;4;8;2;0;1;0;0;3;3;1;0;0;0;0;2;7;3;5;2;3;0;3;4;2;2;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3;3;3;1;2;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;4;1;3;0;0;0;2;0;1;2;2;4;0;0;0;0;0;0;1;0;0;0;0;4;0;1;0;0;1;2;1;0;1;0;0;0;2;5;0;0;1;1;0;2;1;0;1;0;0;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;3;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;3;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;3;2;0;1;0;1;1;0;0;0;0;5;1;0;0;0;3;0;0;0;0;0;0;0;0;2;1;2;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;1;2;0;2;0;0;2;0;0;2;0;3;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;1;0
Sněmovna;7;6;5;11;13;7;8;5;10;9;2;3;4;2;15;4;3;4;3;6;3;2;4;0;6;4;3;0;1;7;2;4;0;4;4;2;7;2;6;1;1;1;2;2;1;0;0;3;1;2;4;1;0;0;5;3;0;0;2;1;0;2;0;1;0;1;0;1;1;0;0;0;2;1;1;0;0;0;3;1;0;0;0;1;0;4;0;0;1;0;2;2;0;0;0;4;1;0;1;2;1;1;0;1;3;1;0;0;1;1;2;1;2;0;3;1;0;0;2;2;1;3;0;0;1;1;0;1;0;2;1;0;1;1;0;0;0;1;0;2;0;2;2;3;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;2;0;0;0;0;1;1;0;3;0;0;0;1;0;0;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;3;0;1;0;0;0;1;1;0;0;0;0;0;1;0;3;1;0;0;0;0;0;2;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;2;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;2;0;0;1;0;1;2;1;0;1;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;0;0;2;1;0;1;2;0;0;0;0;0;0;0;0;1;1;0;1;1;1;3;0;0;0
ŘSD;4;11;14;8;0;3;5;7;1;0;1;3;9;2;1;2;1;0;1;3;3;0;2;0;2;2;0;0;1;0;2;0;1;0;2;3;0;1;3;0;0;1;1;1;0;0;0;2;0;0;1;1;0;0;4;2;4;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;2;1;1;0;1;0;0;3;1;0;0;0;0;2;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;2;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;4;1;0;0;2;0;0;1;2;1;3;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;15;1;0;2;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;8;2;3;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;1;1;2;0;2;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;3;1;0;0;0;0;1;0;0;1;0;1;1;1;2;0;0;1;0;0;0;0;3;0;1;2;0;1;0;0;0;0
Slovensko;10;11;8;9;2;1;9;1;3;6;1;3;2;6;0;3;1;1;3;5;5;2;6;0;2;3;3;0;3;1;6;0;0;0;3;0;2;0;5;1;0;3;0;2;0;0;1;3;1;0;1;2;1;0;3;3;3;4;1;2;2;2;0;2;0;0;1;3;0;0;8;0;1;1;3;2;2;0;2;0;2;2;0;0;0;5;4;0;2;8;0;2;3;1;0;2;0;0;0;0;1;0;0;0;0;1;0;2;0;1;2;2;2;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;2;4;1;0;0;3;0;0;2;3;3;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;2;0;2;0;0;0;0;0;0;3;0;0;0;0;0;3;0;2;0;0;1;0;0;2;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;3;1;1;1;0;0;1;1;0;0;0;0;0;1;1;3;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;0;0;0;0;4;3;1;0;4;0;0;0;0;1;3;0;0;1;0;0;0;1;0;2;0;0;0;0;2;0;2;3;0;0;1;6;0;1;3;2;1;0;0;0;0;0;0;0;2;0;0;2;0;1;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;2;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;2;1;0;0;1;0;0;0
Havlíčkem;26;21;34;30;0;5;29;17;11;9;11;10;15;14;6;4;1;1;5;18;16;2;24;1;13;12;4;0;5;5;17;0;2;1;8;4;8;2;19;3;1;10;3;3;3;0;2;11;5;4;3;8;8;1;25;8;7;4;3;7;5;6;0;6;1;1;0;13;0;2;4;0;9;1;7;4;1;1;15;5;5;7;4;3;5;0;6;6;8;3;1;9;3;2;3;4;3;0;0;1;1;0;0;0;7;1;0;4;3;1;5;4;7;2;14;2;2;0;4;1;4;2;0;1;3;1;0;3;1;0;2;3;7;16;2;0;0;5;0;9;3;12;15;9;0;0;0;3;3;2;0;0;3;0;1;1;3;2;0;3;5;1;0;2;3;4;1;3;2;0;4;1;2;7;4;1;0;1;2;0;8;1;2;0;0;0;1;0;2;0;0;0;2;1;0;2;3;1;2;0;0;1;9;1;6;4;1;2;4;0;3;0;0;4;0;4;1;2;3;2;4;16;0;2;0;0;0;0;0;1;3;10;0;3;5;2;1;0;0;0;2;1;1;0;2;0;0;0;0;0;1;0;2;4;3;2;5;3;4;4;0;2;5;2;3;0;0;3;2;1;0;7;6;3;0;0;0;1;1;0;4;3;0;1;0;2;2;1;3;4;0;0;3;4;5;2;0;0;4;0;0;0;0;0;0;3;3;0;3;2;0;1;2;3;0;0;0;2;4;0;3;0;1;0;2;4;0;2;2;0;0;2;0;3;1;2;2;2;2;0;0;0;5;3;0;0;0;3;1;0;4;0;1;0;1;0;1;1;5;4;0;2;2;3;5;1;7;7;0;0;2;0;0;0;3;0;0;3;0;1;5;5;1;0;0;0;0;2;0;3;5;2;8;6;1;2;3;0;0;0
Rakousku;17;10;7;13;7;7;13;7;8;9;8;7;4;10;4;1;3;3;4;10;13;1;7;1;0;6;3;0;12;2;6;0;3;1;5;3;3;2;4;0;1;5;1;2;1;0;0;4;2;0;2;6;1;2;5;6;5;4;1;4;0;2;0;2;0;0;0;3;0;3;3;2;2;1;1;2;0;0;5;0;0;3;0;1;4;6;0;1;3;2;2;6;4;0;1;1;2;1;1;0;0;1;0;1;0;2;0;3;0;0;3;2;4;1;5;1;0;0;1;1;1;0;0;1;0;1;0;0;3;0;0;0;2;5;0;0;0;7;0;4;3;5;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;1;0;1;2;0;0;2;1;0;3;3;2;0;1;1;0;3;0;2;0;0;0;3;0;3;0;0;0;0;1;0;2;1;0;1;0;0;0;5;1;3;1;1;1;2;0;1;0;1;3;0;0;0;0;1;2;0;6;1;1;0;0;0;0;0;1;1;0;0;3;0;2;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;2;1;3;3;1;0;0;1;0;1;1;2;4;2;0;0;1;0;1;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;2;2;1;0;1;0;0;1;2;0;1;0;0;1;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;2;0;1;0;0;0;2;0;0;2;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;1;1;2;1;0;0;0;2;6;0;1;2;0;0;0;1;0;0;1;0;0;0;2;1;0;0;1;0;0;0;1;0;1;2;1;0;0;0;0;0;0
Británie;28;6;4;9;7;0;6;3;2;3;9;2;1;8;2;1;0;1;0;6;3;0;8;1;6;3;0;1;1;1;3;0;0;0;6;10;4;1;1;2;0;1;1;1;0;0;1;4;2;2;0;4;0;0;4;1;0;3;1;0;4;1;0;2;0;1;0;1;0;1;5;1;1;1;1;3;2;1;2;2;1;5;0;0;0;6;1;0;0;3;0;1;4;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;1;0;1;2;0;0;1;0;3;1;0;0;1;1;0;2;0;0;0;2;1;2;1;0;0;2;0;1;0;0;4;1;0;0;0;1;0;0;0;0;1;0;0;0;4;0;0;4;0;0;0;1;2;0;0;2;0;0;1;1;1;0;3;3;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;2;0;1;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;2;1;0;0;1;0;0;0;0;0;1;3;1;2;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;1;1;0;0;2;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0
Pražském hradě;7;6;8;10;2;3;5;6;4;4;2;6;5;5;2;4;2;1;2;5;3;0;10;5;6;3;6;0;1;2;10;0;0;1;1;1;4;1;4;2;0;2;0;2;2;0;0;3;0;1;1;4;3;1;6;1;3;0;2;5;2;3;0;4;1;0;0;3;0;0;2;0;3;1;1;0;1;0;7;1;0;2;1;0;2;8;3;0;0;2;1;2;2;0;1;2;2;0;0;0;0;0;0;0;3;1;0;0;1;0;4;2;4;0;6;1;1;0;1;1;2;1;0;0;1;0;0;1;0;0;0;0;1;5;0;0;0;2;0;2;2;5;5;2;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;1;2;3;1;0;0;1;0;2;0;0;0;0;0;2;2;1;0;0;2;0;1;0;2;0;0;0;1;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;1;0;0;0;0;0;1;0;4;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;3;0;0;2;3;0;0;0;1;5;0;1;0;2;0;1;0;0;2;3;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;1;1;0;0;0;2;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;4;0;0;1;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;1;0;1;2;0;3;2;0;0;1;0;0;0
Maďarsko;21;16;4;12;19;7;13;2;11;9;5;3;3;9;0;0;1;6;4;13;5;1;7;0;3;4;3;0;1;3;4;0;1;0;6;5;5;1;3;0;1;8;0;3;0;0;1;3;1;1;0;7;1;3;1;1;2;3;0;2;3;7;0;4;1;0;0;3;0;2;24;3;2;0;0;3;3;0;2;0;1;3;0;0;8;3;2;3;2;0;0;7;9;2;0;0;0;4;0;0;0;0;0;1;0;7;0;1;0;1;5;5;2;0;2;6;0;0;6;2;2;2;0;2;0;0;0;0;0;0;0;1;0;2;3;0;0;7;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;3;0;1;0;1;0;0;6;0;0;0;0;0;0;5;2;0;0;0;0;0;0;2;0;0;0;0;1;3;0;0;0;0;0;0;3;0;0;2;0;0;0;0;2;2;0;0;0;1;0;0;1;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;3;0;0;0;1;0;4;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;2;4;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;2;0;1;0;1;0;2;0;4;0;2;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;2;0;0;3;0;0;0;0;2;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0
České televize;11;8;5;9;19;10;5;9;8;6;4;8;2;1;6;4;3;1;1;4;2;2;2;2;3;0;6;0;3;5;2;4;0;14;1;1;1;1;3;3;0;1;0;1;0;0;0;0;1;4;1;3;1;1;3;2;2;0;1;3;0;2;0;4;2;0;0;1;0;1;0;1;0;1;0;0;2;0;2;1;0;0;2;0;0;1;2;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;8;0;1;1;0;2;0;2;0;0;0;0;1;0;0;1;3;0;2;0;0;2;0;0;0;4;0;0;0;2;1;1;2;1;1;0;0;0;1;0;1;2;0;0;0;1;0;1;1;0;1;0;1;3;0;1;0;1;1;0;0;0;2;4;1;0;1;0;0;1;0;0;1;1;0;0;1;3;0;2;0;0;0;1;0;0;1;0;1;0;1;0;0;2;0;1;1;0;1;3;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;1;0;0;2;0;0;0;1;1;0;0
Evropská komise;28;15;14;20;7;12;19;5;10;8;16;6;9;18;1;0;6;1;6;17;11;3;10;0;5;9;4;0;2;1;7;0;6;0;7;5;4;1;8;0;2;11;2;2;0;2;0;5;1;1;0;10;1;2;8;7;5;2;1;3;2;8;0;4;0;4;0;3;0;2;9;2;4;0;2;5;3;0;6;2;2;3;2;2;2;9;6;1;2;7;0;0;5;2;2;2;1;2;0;2;0;1;0;2;1;3;1;0;1;0;2;2;5;2;3;1;1;2;4;0;1;1;0;1;1;1;0;1;3;1;1;0;2;6;1;0;0;6;0;4;2;6;6;3;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;6;0;0;0;2;1;0;4;0;0;4;1;1;2;3;0;0;0;0;0;4;1;2;1;0;0;2;1;2;0;0;0;0;1;0;4;1;1;0;0;0;1;2;1;2;3;0;1;2;0;2;0;1;1;0;2;1;0;2;0;1;5;1;0;0;0;0;1;1;0;3;3;0;3;0;3;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;3;3;2;3;1;1;1;0;0;2;2;1;0;0;4;0;0;0;2;3;0;2;0;0;1;2;0;2;1;0;2;1;1;2;0;3;3;0;0;2;0;5;0;0;0;4;0;0;0;0;0;0;2;3;0;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;1;0;3;1;1;3;1;1;1;1;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;1;1;0;1;0;2;2;1;1;2;3;3;0;1;0;0;0;0;2;0;0;1;1;2;3;4;1;0;0;1;0;0;0;1;2;2;3;2;3;2;0;0;1;0
Itálie;26;8;10;12;21;8;9;2;10;11;12;6;2;14;0;0;1;4;8;13;5;5;10;0;4;7;4;0;5;1;5;0;4;0;16;11;7;4;2;1;4;3;1;3;0;0;0;2;0;0;0;5;1;0;2;3;3;4;3;5;4;3;0;4;0;0;0;2;0;0;6;1;1;0;0;5;5;2;5;1;0;4;0;0;3;3;4;4;2;9;0;5;0;2;1;0;0;17;1;1;0;3;0;6;0;3;0;0;1;0;5;2;3;0;2;6;0;0;3;7;3;2;0;6;0;1;0;0;8;0;0;0;1;2;0;0;1;7;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;4;0;1;0;2;1;1;2;0;0;1;0;1;1;5;1;0;1;0;0;0;0;2;0;0;0;1;3;3;0;0;0;0;0;0;3;0;0;1;0;0;0;1;4;2;1;1;0;2;6;1;0;10;2;0;0;0;0;0;4;2;3;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;6;0;0;0;2;2;0;0;0;0;1;1;0;5;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;2;0;2;0;2;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;1;1;2;0;1;0;0;0;2;0;4;1;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;3;0;1;0;2;2;1;0;0;0;0;3;0;0;1;0;0;2;0;0;0;0;1;0;1;2;0;0;0;0;0;0;1;0;0;1;2;0;0;4;0;0;0;0
Turecko;18;6;5;9;13;6;3;0;5;6;2;3;0;5;1;0;1;4;5;5;4;5;8;0;10;3;2;3;1;1;4;1;4;0;4;3;1;1;1;0;1;2;1;0;0;0;1;1;1;0;0;3;0;1;2;1;0;2;0;3;15;0;0;19;0;0;1;1;0;1;2;2;0;0;0;1;14;3;1;0;1;2;0;0;1;2;0;2;0;2;0;2;2;0;2;0;0;2;0;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;2;0;1;14;0;0;0;3;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;2;0;0;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;10;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0
